Island,Aldous Huxley,354,1962,"['fiction', 'classics', 'science-fiction', 'philosophy', 'science-fiction', 'dystopia', 'literature', 'novels', 'science-fiction', 'utopia', 'fantasy', 'european-literature', 'british-literature']",26848,3.83,http://www.goodreads.com/book/show/5130.Island
Salt to the Sea,Ruta Sepetys,391,2016,"['historical', 'historical-fiction', 'young-adult', 'historical', 'fiction', 'war', 'world-war-ii', 'war', 'audiobook', 'romance', 'young-adult', 'teen', 'adventure', 'survival']",141945,4.34,http://www.goodreads.com/book/show/25614492-salt-to-the-sea
Soulless,Gail Carriger,357,2009,"['science-fiction', 'steampunk', 'fantasy', 'romance', 'fantasy', 'paranormal', 'paranormal', 'vampires', 'fantasy', 'urban-fantasy', 'fiction', 'historical', 'historical-fiction', 'historical', 'shapeshifters', 'werewolves']",108201,3.87,http://www.goodreads.com/book/show/6381205-soulless
The Forest of Hands and Teeth,Carrie Ryan,310,2009,"['young-adult', 'horror', 'zombies', 'horror', 'science-fiction', 'dystopia', 'fantasy', 'fiction', 'apocalyptic', 'post-apocalyptic', 'romance', 'fantasy', 'paranormal', 'science-fiction']",84611,3.59,http://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth
"Rich Dad, Poor Dad",Robert T. Kiyosaki,195,1997,"['business', 'non-fiction', 'economics', 'finance', 'self-help', 'finance', 'personal-finance', 'currency', 'money', 'self-help', 'personal-development', 'economics', 'audiobook', 'business', 'entrepreneurship']",423930,4.09,http://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad
Beyond Good and Evil,Friedrich Nietzsche,240,1886,"['philosophy', 'non-fiction', 'classics', 'european-literature', 'german-literature', 'psychology', 'religion', 'literature', '19th-century', 'philosophy', 'theory', 'history', 'literature']",74328,3.99,http://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil
The Reptile Room,Lemony Snicket,192,1999,"['fiction', 'young-adult', 'childrens', 'fantasy', 'childrens', 'middle-grade', 'mystery', 'adventure', 'audiobook', 'humor', 'childrens', 'juvenile']",197206,3.98,http://www.goodreads.com/book/show/78418.The_Reptile_Room
Out of Africa,Isak Dinesen,401,1937,"['non-fiction', 'cultural', 'africa', 'classics', 'autobiography', 'memoir', 'biography', 'travel', 'history', 'biography', 'autobiography', 'biography-memoir', 'eastern-africa', 'kenya']",38695,3.9,http://www.goodreads.com/book/show/781787.Out_of_Africa
The Mysterious Affair at Styles,Agatha Christie,121,1920,"['mystery', 'fiction', 'classics', 'mystery', 'crime', 'thriller', 'mystery-thriller', 'mystery', 'detective', 'audiobook', 'thriller', 'european-literature', 'british-literature', 'adult']",287464,3.98,http://www.goodreads.com/book/show/16343.The_Mysterious_Affair_at_Styles
Hard Times,Charles Dickens,353,1854,"['classics', 'fiction', 'literature', 'literature', '19th-century', 'novels', 'historical', 'victorian', 'european-literature', 'british-literature', 'historical', 'historical-fiction', 'classics', 'classic-literature', 'academic', 'school']",60580,3.53,http://www.goodreads.com/book/show/5344.Hard_Times
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,209,2003,"['non-fiction', 'language', 'writing', 'humanities', 'language', 'reference', 'humor', 'humanities', 'linguistics', 'education', 'adult', 'european-literature', 'british-literature', 'self-help']",104344,3.85,http://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,1204,2003,"['fantasy', 'romance', 'fiction', 'fantasy', 'dark-fantasy', 'fantasy', 'magic', 'science-fiction-fantasy', 'fantasy', 'high-fantasy', 'fantasy', 'paranormal', 'adult', 'dark']",13071,4.39,http://www.goodreads.com/book/show/47953.The_Black_Jewels_Trilogy
2666,Roberto Bolaño,1128,2004,"['fiction', 'literature', 'novels', 'european-literature', 'spanish-literature', 'literary-fiction', 'cultural', 'latin-american', 'mystery', 'contemporary', 'classics', 'mystery', 'crime']",35988,4.15,http://www.goodreads.com/book/show/63032.2666
JOURNEY TO THE WEST: A Long March from Eastern Dream to Western Reality,Biao  Wang,212,2020,"['autobiography', 'memoir']",51,4.57,http://www.goodreads.com/book/show/56397497-journey-to-the-west
Tatiana and Alexander,Paullina Simons,559,2003,"['historical', 'historical-fiction', 'romance', 'historical', 'romance', 'historical-romance', 'fiction', 'cultural', 'russia', 'war', 'adult', 'war', 'world-war-ii', 'love']",36306,4.29,http://www.goodreads.com/book/show/83143.Tatiana_and_Alexander
A Modest Proposal and Other Satirical Works,Jonathan Swift,64,1729,"['classics', 'fiction', 'humor', 'writing', 'essays', 'literature', 'philosophy', 'politics', 'european-literature', 'irish-literature', 'cultural', 'ireland', 'literature', '18th-century']",14375,4.05,http://www.goodreads.com/book/show/2677.A_Modest_Proposal_and_Other_Satirical_Works
The Runaway Bunny,Margaret Wise Brown,48,1942,"['childrens', 'picture-books', 'childrens', 'fiction', 'classics', 'animals', 'family', 'animals', 'rabbits', 'love', 'kids', 'fantasy']",78370,4.0,http://www.goodreads.com/book/show/58922.The_Runaway_Bunny
Don't Close Your Eyes,Lynessa James,326,2014,"['romance', 'polyamorous', 'reverse-harem', 'contemporary', 'suspense', 'mystery', 'crime', 'fiction', 'romance', 'contemporary-romance', 'mystery', 'new-adult', 'adult-fiction', 'erotica']",296,3.8,http://www.goodreads.com/book/show/54352941-don-t-close-your-eyes
The Year of the Flood,Margaret Atwood,431,2009,"['fiction', 'science-fiction', 'science-fiction', 'dystopia', 'apocalyptic', 'post-apocalyptic', 'fantasy', 'cultural', 'canada', 'speculative-fiction', 'audiobook', 'science-fiction', 'apocalyptic', 'science-fiction-fantasy']",114999,4.04,http://www.goodreads.com/book/show/6080337-the-year-of-the-flood
Identical,Ellen Hopkins,565,2008,"['young-adult', 'poetry', 'fiction', 'contemporary', 'realistic-fiction', 'mental-health', 'mental-illness', 'sociology', 'abuse', 'health', 'mental-health', 'young-adult', 'teen', 'romance']",57031,4.31,http://www.goodreads.com/book/show/2241059.Identical
Suite Française,Irène Némirovsky,431,2004,"['fiction', 'historical', 'historical-fiction', 'cultural', 'france', 'war', 'world-war-ii', 'war', 'historical', 'classics', 'world-war-ii', 'holocaust', 'book-club', 'novels']",71006,3.81,http://www.goodreads.com/book/show/43944.Suite_Fran_aise
The Bridge on the Drina,Ivo Andrić,314,1945,"['fiction', 'historical', 'historical-fiction', 'classics', 'literature', 'novels', 'historical', 'nobel-prize', 'war', 'literature', '20th-century', 'european-literature', 'serbian-literature']",15820,4.33,http://www.goodreads.com/book/show/3140.The_Bridge_on_the_Drina
Abhorsen,Garth Nix,358,2003,"['fantasy', 'young-adult', 'fiction', 'fantasy', 'magic', 'adventure', 'young-adult', 'young-adult-fantasy', 'fantasy', 'high-fantasy', 'science-fiction-fantasy', 'childrens', 'young-adult', 'teen']",121695,4.19,http://www.goodreads.com/book/show/334643.Abhorsen
The Vampire Armand,Anne Rice,457,1998,"['horror', 'paranormal', 'vampires', 'fantasy', 'fiction', 'fantasy', 'paranormal', 'fantasy', 'supernatural', 'fantasy', 'urban-fantasy', 'gothic', 'historical', 'historical-fiction', 'adult']",64792,3.77,http://www.goodreads.com/book/show/31332.The_Vampire_Armand
Reason to Breathe,Rebecca    Donovan,377,2011,"['romance', 'young-adult', 'contemporary', 'new-adult', 'sociology', 'abuse', 'fiction', 'young-adult', 'high-school', 'romance', 'contemporary-romance', 'realistic-fiction', 'dark']",87514,4.22,http://www.goodreads.com/book/show/11561469-reason-to-breathe
Book of a Thousand Days,Shannon Hale,306,2007,"['fantasy', 'young-adult', 'romance', 'fiction', 'fantasy', 'fairy-tales', 'retellings', 'historical', 'historical-fiction', 'young-adult', 'young-adult-fantasy', 'adventure', 'young-adult', 'teen']",52545,3.93,http://www.goodreads.com/book/show/248484.Book_of_a_Thousand_Days
Ringworld,Larry Niven,288,1970,"['science-fiction', 'fiction', 'science-fiction-fantasy', 'classics', 'fantasy', 'space', 'space-opera', 'audiobook', 'space', 'hugo-awards', 'adventure']",108758,3.96,http://www.goodreads.com/book/show/61179.Ringworld
Tell the Wolves I'm Home,Carol Rifka Brunt,360,2012,"['fiction', 'young-adult', 'historical', 'historical-fiction', 'contemporary', 'young-adult', 'coming-of-age', 'lgbt', 'adult', 'realistic-fiction', 'adult-fiction', 'book-club']",130940,4.02,http://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home
Coma,Robin Cook,384,1977,"['fiction', 'thriller', 'mystery', 'horror', 'medical', 'suspense', 'science-fiction', 'thriller', 'mystery-thriller', 'mystery', 'crime', 'novels']",50926,3.88,http://www.goodreads.com/book/show/20454107-coma
Silver Borne,Patricia Briggs,342,2010,"['fantasy', 'urban-fantasy', 'fantasy', 'fantasy', 'paranormal', 'romance', 'shapeshifters', 'werewolves', 'paranormal', 'vampires', 'romance', 'paranormal-romance', 'paranormal', 'shapeshifters', 'fiction', 'fairies', 'fae']",98502,4.37,http://www.goodreads.com/book/show/6587387-silver-borne
The Magicians,Lev Grossman,402,2009,"['fantasy', 'fiction', 'fantasy', 'magic', 'fantasy', 'urban-fantasy', 'young-adult', 'science-fiction-fantasy', 'adult', 'audiobook', 'adventure', 'adult-fiction']",246718,3.52,http://www.goodreads.com/book/show/6101718-the-magicians
Before I Die,Jenny Downham,336,2007,"['young-adult', 'contemporary', 'romance', 'fiction', 'realistic-fiction', 'death', 'young-adult', 'teen', 'drama', 'young-adult', 'young-adult-contemporary', 'womens-fiction', 'chick-lit']",52134,3.82,http://www.goodreads.com/book/show/1314332.Before_I_Die
They Both Die at the End,Adam Silvera,389,2017,"['young-adult', 'contemporary', 'lgbt', 'romance', 'fiction', 'audiobook', 'glbt', 'queer', 'science-fiction', 'fantasy', 'young-adult', 'young-adult-contemporary']",169548,4.12,http://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
The Sword of Summer,Rick Riordan,499,2015,"['fantasy', 'fantasy', 'mythology', 'young-adult', 'childrens', 'middle-grade', 'fiction', 'adventure', 'childrens', 'fantasy', 'urban-fantasy', 'fantasy', 'magic', 'young-adult', 'young-adult-fantasy']",168626,4.22,http://www.goodreads.com/book/show/15724396-the-sword-of-summer
My Life Next Door,Huntley Fitzpatrick,394,2012,"['young-adult', 'romance', 'contemporary', 'fiction', 'womens-fiction', 'chick-lit', 'realistic-fiction', 'young-adult', 'young-adult-contemporary', 'romance', 'contemporary-romance', 'young-adult', 'young-adult-romance', 'young-adult', 'high-school']",141310,3.98,http://www.goodreads.com/book/show/12294652-my-life-next-door
Oathbringer,Brandon Sanderson,1248,2017,"['fantasy', 'fiction', 'fantasy', 'epic-fantasy', 'fantasy', 'high-fantasy', 'audiobook', 'adult', 'fantasy', 'magic', 'young-adult', 'adventure', 'epic']",152362,4.57,http://www.goodreads.com/book/show/34002132-oathbringer
The Ultimate Religion,Gillian Dance,319,2019,"['drama', 'contemporary', 'book-club', 'thriller', 'suspense', 'fiction', 'mystery', 'epic', 'novels', 'dark']",2092,4.39,http://www.goodreads.com/book/show/52580991-the-ultimate-religion
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,96,1884,"['fiction', 'science-fiction', 'classics', 'science', 'mathematics', 'fantasy', 'philosophy', 'literature', 'novels', 'literature', '19th-century', 'science', 'physics']",61829,3.81,http://www.goodreads.com/book/show/433567.Flatland
After,Anna Todd,582,2014,"['romance', 'new-adult', 'contemporary', 'young-adult', 'academic', 'college', 'fiction', 'romance', 'contemporary-romance', 'audiobook', 'adult', 'love']",175883,3.73,http://www.goodreads.com/book/show/22557520-after
The Wrath and the Dawn,Renée Ahdieh,404,2015,"['fantasy', 'young-adult', 'romance', 'retellings', 'fiction', 'young-adult', 'young-adult-fantasy', 'fantasy', 'magic', 'historical', 'historical-fiction', 'fantasy', 'fairy-tales', 'historical']",135165,4.09,http://www.goodreads.com/book/show/18798983-the-wrath-and-the-dawn
Some Girls Bite,Chloe Neill,341,2009,"['fantasy', 'urban-fantasy', 'paranormal', 'vampires', 'fantasy', 'paranormal', 'fantasy', 'romance', 'romance', 'paranormal-romance', 'adult', 'fantasy', 'magic', 'fantasy', 'supernatural', 'fiction']",61605,3.98,http://www.goodreads.com/book/show/4447622-some-girls-bite
Rebel Angels,Libba Bray,548,2004,"['fantasy', 'young-adult', 'historical', 'historical-fiction', 'historical', 'fiction', 'romance', 'fantasy', 'paranormal', 'fantasy', 'magic', 'young-adult', 'teen', 'young-adult', 'young-adult-fantasy']",112990,3.92,http://www.goodreads.com/book/show/51428.Rebel_Angels
Ascend,Amanda Hocking,326,2012,"['fantasy', 'young-adult', 'fantasy', 'paranormal', 'romance', 'romance', 'paranormal-romance', 'fiction', 'fantasy', 'magic', 'fantasy', 'supernatural', 'fantasy', 'urban-fantasy', 'young-adult', 'young-adult-fantasy']",60454,4.08,http://www.goodreads.com/book/show/11947829-ascend
Daisy Jones & The Six,Taylor Jenkins Reid,355,2019,"['historical', 'historical-fiction', 'fiction', 'audiobook', 'contemporary', 'adult', 'music', 'historical', 'romance', 'adult-fiction', 'book-club']",353600,4.2,http://www.goodreads.com/book/show/40597810-daisy-jones-the-six
Kiss of Midnight,Lara Adrian,402,2007,"['romance', 'paranormal-romance', 'fantasy', 'paranormal', 'paranormal', 'vampires', 'romance', 'fantasy', 'fantasy', 'urban-fantasy', 'adult', 'fiction', 'fantasy', 'supernatural', 'adult-fiction', 'erotica']",63094,3.92,http://www.goodreads.com/book/show/704043.Kiss_of_Midnight
The Sense of an Ending,Julian Barnes,150,2011,"['fiction', 'contemporary', 'literary-fiction', 'literature', 'novels', 'european-literature', 'british-literature', 'book-club', 'adult-fiction', 'audiobook', 'mystery']",157964,3.73,http://www.goodreads.com/book/show/10746542-the-sense-of-an-ending
The Light Fantastic,Terry Pratchett,277,1986,"['fantasy', 'fiction', 'humor', 'humor', 'comedy', 'science-fiction-fantasy', 'adventure', 'fantasy', 'magic', 'science-fiction', 'audiobook', 'young-adult']",133838,3.96,http://www.goodreads.com/book/show/34506.The_Light_Fantastic
Messenger,Lois Lowry,169,2004,"['young-adult', 'science-fiction', 'dystopia', 'fiction', 'fantasy', 'science-fiction', 'childrens', 'middle-grade', 'classics', 'childrens', 'audiobook', 'adventure']",120643,3.9,http://www.goodreads.com/book/show/12930.Messenger
Moloka'i,Alan Brennert,405,2003,"['historical', 'historical-fiction', 'fiction', 'historical', 'book-club', 'adult', 'adult-fiction', 'audiobook', 'young-adult', 'coming-of-age', 'novels', 'literature', '19th-century']",115269,4.15,http://www.goodreads.com/book/show/3273.Moloka_i
Wither,Lauren DeStefano,358,2011,"['young-adult', 'science-fiction', 'dystopia', 'fantasy', 'science-fiction', 'fiction', 'young-adult', 'teen', 'apocalyptic', 'post-apocalyptic', 'fantasy', 'paranormal', 'futuristic', 'young-adult', 'young-adult-fantasy']",100376,3.79,http://www.goodreads.com/book/show/8525590-wither
Eva Luna,Isabel Allende,307,1987,"['fiction', 'magical-realism', 'historical', 'historical-fiction', 'classics', 'european-literature', 'spanish-literature', 'cultural', 'latin-american', 'novels', 'romance', 'literature', 'literary-fiction']",42392,3.98,http://www.goodreads.com/book/show/149196.Eva_Luna
عزازيل,Youssef Ziedan,470,2008,"['novels', 'fiction', 'historical', 'historical-fiction', 'literature', 'northern-africa', 'egypt', 'religion', 'unfinished', 'historical', 'philosophy', 'african-literature', 'egyptian-literature']",48253,4.04,http://www.goodreads.com/book/show/3554772
Crash,J.G. Ballard,224,1973,"['fiction', 'science-fiction', 'novels', 'literature', 'thriller', 'contemporary', 'dark', 'european-literature', 'british-literature', 'mystery', 'horror']",23239,3.6,http://www.goodreads.com/book/show/70241.Crash
Dark Matter,Blake Crouch,342,2016,"['science-fiction', 'fiction', 'thriller', 'mystery', 'audiobook', 'thriller', 'mystery-thriller', 'adult', 'fantasy', 'science-fiction-fantasy', 'suspense']",294199,4.1,http://www.goodreads.com/book/show/27833670-dark-matter
The Cat in the Hat Comes Back,Dr. Seuss,63,1958,"['childrens', 'childrens', 'picture-books', 'fiction', 'classics', 'poetry', 'humor', 'fantasy', 'animals', 'cats', 'animals', 'childrens', 'juvenile']",28845,3.86,http://www.goodreads.com/book/show/667234.The_Cat_in_the_Hat_Comes_Back
Noble House,James Clavell,1376,1981,"['historical', 'historical-fiction', 'fiction', 'historical', 'cultural', 'asia', 'cultural', 'china', 'adventure', 'thriller', 'novels', 'classics', 'literature', 'asian-literature']",37415,4.26,http://www.goodreads.com/book/show/390711.Noble_House
Code Name Verity,Elizabeth Wein,452,2012,"['historical', 'historical-fiction', 'young-adult', 'fiction', 'historical', 'war', 'war', 'world-war-ii', 'audiobook', 'young-adult', 'teen', 'mystery', 'adventure']",105244,4.01,http://www.goodreads.com/book/show/11925514-code-name-verity
The Physician,Noah Gordon,714,1986,"['historical', 'historical-fiction', 'fiction', 'historical', 'historical', 'medieval', 'adventure', 'health', 'medicine', 'novels', 'classics', 'romance', 'european-literature', 'british-literature']",41483,4.37,http://www.goodreads.com/book/show/4692.The_Physician
Down and Out in Paris and London,George Orwell,213,1933,"['non-fiction', 'classics', 'autobiography', 'memoir', 'biography', 'travel', 'literature', 'history', 'cultural', 'france', 'european-literature', 'british-literature', 'biography', 'autobiography']",70481,4.07,http://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London
"Men Are from Mars, Women Are from Venus",John Gray,368,1992,"['non-fiction', 'self-help', 'psychology', 'relationships', 'marriage', 'self-help', 'personal-development', 'philosophy', 'romance', 'unfinished', 'language', 'communication']",173432,3.57,http://www.goodreads.com/book/show/1274.Men_Are_from_Mars_Women_Are_from_Venus
The King of Attolia,Megan Whalen Turner,387,2006,"['fantasy', 'young-adult', 'fiction', 'adventure', 'young-adult', 'young-adult-fantasy', 'romance', 'fantasy', 'high-fantasy', 'historical', 'historical-fiction', 'fantasy', 'mythology', 'audiobook']",34513,4.38,http://www.goodreads.com/book/show/40159.The_King_of_Attolia
The Selected Writings of Edgar Allan Poe,Edgar Allan Poe,1024,1849,"['classics', 'poetry', 'fiction', 'horror', 'short-stories', 'gothic', 'writing', 'essays', 'literature', 'american', 'literature', 'mystery']",1590,4.3,http://www.goodreads.com/book/show/49338.The_Selected_Writings_of_Edgar_Allan_Poe
Shadowland,Alyson Noel,339,2009,"['young-adult', 'fantasy', 'fantasy', 'paranormal', 'romance', 'fantasy', 'supernatural', 'romance', 'paranormal-romance', 'fiction', 'fantasy', 'magic', 'fantasy', 'urban-fantasy', 'paranormal', 'vampires']",80092,3.66,http://www.goodreads.com/book/show/6581511-shadowland
"Death Note, Vol. 1: Boredom",Tsugumi Ohba,195,2004,"['sequential-art', 'manga', 'sequential-art', 'graphic-novels', 'fantasy', 'sequential-art', 'comics', 'horror', 'fiction', 'mystery', 'young-adult', 'thriller', 'fantasy', 'supernatural']",210657,4.45,http://www.goodreads.com/book/show/13615.Death_Note_Vol_1
Long Day's Journey into Night,Eugene O'Neill,179,1956,"['plays', 'drama', 'classics', 'fiction', 'plays', 'theatre', 'literature', 'american', 'literature', 'academic', 'school', 'literature', '20th-century', 'nobel-prize']",36767,4.06,http://www.goodreads.com/book/show/12083.Long_Day_s_Journey_into_Night
Survival in Auschwitz,Primo Levi,187,1947,"['non-fiction', 'history', 'world-war-ii', 'holocaust', 'autobiography', 'memoir', 'classics', 'biography', 'war', 'world-war-ii', 'war', 'european-literature', 'italian-literature', 'historical']",57265,4.26,http://www.goodreads.com/book/show/6174.Survival_in_Auschwitz
The Girl Who Loved Tom Gordon,Stephen King,264,1999,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'fantasy', 'adventure', 'survival', 'audiobook', 'adventure', 'adult']",140461,3.61,http://www.goodreads.com/book/show/11564.The_Girl_Who_Loved_Tom_Gordon
A Bird Without Wings,Roberta Pearce,304,2013,"['romance', 'contemporary', 'romance', 'contemporary-romance']",170,4.17,http://www.goodreads.com/book/show/19181419-a-bird-without-wings
"Sarah, Plain and Tall",Patricia MacLachlan,64,1985,"['historical', 'historical-fiction', 'childrens', 'fiction', 'classics', 'young-adult', 'childrens', 'middle-grade', 'historical', 'childrens', 'juvenile', 'academic', 'school', 'childrens', 'chapter-books']",78942,3.78,http://www.goodreads.com/book/show/106264.Sarah_Plain_and_Tall
A Wind in the Door,Madeleine L'Engle,203,1973,"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'childrens', 'classics', 'childrens', 'middle-grade', 'science-fiction-fantasy', 'adventure', 'audiobook']",129729,3.98,http://www.goodreads.com/book/show/18130.A_Wind_in_the_Door
"Good Night, Mr. Tom",Michelle Magorian,320,1981,"['historical', 'historical-fiction', 'fiction', 'classics', 'childrens', 'young-adult', 'historical', 'war', 'war', 'world-war-ii', 'academic', 'school', 'novels']",42121,4.29,http://www.goodreads.com/book/show/161099.Good_Night_Mr_Tom
Just One Day,Gayle Forman,369,2013,"['young-adult', 'romance', 'contemporary', 'fiction', 'new-adult', 'realistic-fiction', 'travel', 'womens-fiction', 'chick-lit', 'young-adult', 'young-adult-contemporary', 'young-adult', 'teen']",82633,3.98,http://www.goodreads.com/book/show/17623975-just-one-day
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,356,2003,"['non-fiction', 'autobiography', 'memoir', 'biography', 'cultural', 'iran', 'writing', 'books-about-books', 'feminism', 'history', 'biography-memoir', 'womens', 'book-club']",127921,3.62,http://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran
After Forever Ends,Melodie Ramone,564,2012,"['romance', 'contemporary', 'fiction', 'fantasy', 'womens-fiction', 'chick-lit', 'young-adult', 'coming-of-age', 'literary-fiction', 'romance', 'contemporary-romance', 'young-adult', 'womens-fiction']",1492,4.04,http://www.goodreads.com/book/show/16046121-after-forever-ends
The Human Obsession,Heath Sommer,314,2010,"['mystery', 'psychology', 'fiction', 'mystery', 'crime']",181,4.13,http://www.goodreads.com/book/show/9849568-the-human-obsession
Galápagos,Kurt Vonnegut Jr.,324,1985,"['fiction', 'science-fiction', 'classics', 'humor', 'literature', 'novels', 'literature', 'american', 'fantasy', 'science-fiction', 'dystopia', 'apocalyptic', 'post-apocalyptic']",73180,3.86,http://www.goodreads.com/book/show/9593.Gal_pagos
Fragile Eternity,Melissa Marr,389,2009,"['young-adult', 'fantasy', 'fantasy', 'paranormal', 'romance', 'paranormal', 'fairies', 'fantasy', 'urban-fantasy', 'fairies', 'fae', 'fiction', 'romance', 'paranormal-romance', 'fantasy', 'magic']",42030,3.84,http://www.goodreads.com/book/show/5152561-fragile-eternity
Dance with the Devil,Sherrilyn Kenyon,361,2003,"['romance', 'paranormal-romance', 'fantasy', 'paranormal', 'romance', 'fantasy', 'paranormal', 'vampires', 'fantasy', 'urban-fantasy', 'adult', 'fantasy', 'mythology', 'fantasy', 'supernatural', 'fiction']",63180,4.36,http://www.goodreads.com/book/show/84145.Dance_with_the_Devil
A Storm of Swords: Steel and Snow,George R.R. Martin,663,2000,"['fantasy', 'fiction', 'fantasy', 'epic-fantasy', 'fantasy', 'high-fantasy', 'young-adult', 'adventure', 'adult', 'childrens', 'fantasy', 'dragons', 'childrens', 'middle-grade']",75642,4.43,http://www.goodreads.com/book/show/768889.A_Storm_of_Swords
The Diviners,Libba Bray,578,2012,"['fantasy', 'young-adult', 'historical', 'historical-fiction', 'fantasy', 'paranormal', 'mystery', 'historical', 'horror', 'fiction', 'audiobook', 'fantasy', 'supernatural']",93761,3.92,http://www.goodreads.com/book/show/7728889-the-diviners
Complicated Moonlight,Lynessa Layne,287,2020,"['academic', 'college']",119,4.4,http://www.goodreads.com/book/show/55196363-complicated-moonlight
Black Hawk Down: A Story of Modern War,Mark Bowden,386,1999,"['history', 'non-fiction', 'war', 'military-fiction', 'war', 'military', 'military-history', 'cultural', 'africa', 'north-american-history', 'american-history', 'historical', 'politics', 'eastern-africa', 'somalia']",57385,4.27,http://www.goodreads.com/book/show/55403.Black_Hawk_Down
Dark Flame,Alyson Noel,320,2010,"['young-adult', 'fantasy', 'fantasy', 'paranormal', 'romance', 'fantasy', 'supernatural', 'fiction', 'romance', 'paranormal-romance', 'fantasy', 'magic', 'fantasy', 'urban-fantasy', 'paranormal', 'vampires']",59475,3.73,http://www.goodreads.com/book/show/7198988-dark-flame
House Rules,Jodi Picoult,532,2010,"['fiction', 'mystery', 'contemporary', 'neurodiversity', 'autistic-spectrum-disorder', 'adult-fiction', 'adult', 'womens-fiction', 'chick-lit', 'drama', 'family', 'realistic-fiction']",154647,4.02,http://www.goodreads.com/book/show/6614960-house-rules
The Seventh Spark: Volume One – Knights of the Trinity,J.B. Lion,203,2020,"['contemporary', 'drama', 'novels', 'fiction']",6874,4.27,http://www.goodreads.com/book/show/55779669-the-seventh-spark
In Search of Lost Time,Marcel Proust,4211,1927,"['classics', 'fiction', 'cultural', 'france', 'literature', 'philosophy', 'european-literature', 'french-literature', 'novels', 'literature', '20th-century', 'classics', 'classic-literature', 'literary-fiction']",10388,4.35,http://www.goodreads.com/book/show/18796.In_Search_of_Lost_Time
Ptolemy's Gate,Jonathan Stroud,501,2005,"['fantasy', 'young-adult', 'fiction', 'fantasy', 'magic', 'fantasy', 'urban-fantasy', 'adventure', 'young-adult', 'young-adult-fantasy', 'childrens', 'middle-grade', 'childrens', 'audiobook']",80834,4.26,http://www.goodreads.com/book/show/59264.Ptolemy_s_Gate
The House at Riverton,Kate Morton,599,2006,"['historical', 'historical-fiction', 'fiction', 'mystery', 'historical', 'romance', 'gothic', 'european-literature', 'british-literature', 'adult', 'adult-fiction', 'audiobook']",108408,3.93,http://www.goodreads.com/book/show/1278752.The_House_at_Riverton
سیمای شکسته پدر سالار,سید مرتضی مصطفوی,367,2016,[''],701,3.56,http://www.goodreads.com/book/show/40941784
The Rainmaker,John Grisham,419,1995,"['fiction', 'thriller', 'mystery', 'thriller', 'legal-thriller', 'mystery', 'crime', 'suspense', 'thriller', 'mystery-thriller', 'law', 'novels', 'drama']",181489,3.95,http://www.goodreads.com/book/show/5349.The_Rainmaker
The Lottery and Other Stories,Shirley Jackson,302,1949,"['short-stories', 'fiction', 'horror', 'classics', 'gothic', 'literature', 'literature', 'american', 'audiobook', 'anthologies', 'adult']",66268,4.06,http://www.goodreads.com/book/show/89723.The_Lottery_and_Other_Stories
Haroun and the Sea of Stories,Salman Rushdie,224,1990,"['fantasy', 'fiction', 'young-adult', 'magical-realism', 'childrens', 'cultural', 'india', 'literature', 'novels', 'classics', 'adventure']",30229,4.01,http://www.goodreads.com/book/show/4835.Haroun_and_the_Sea_of_Stories
"The Call of the Wild, White Fang and Other Stories",Jack London,400,1906,"['classics', 'fiction', 'short-stories', 'literature', 'adventure', 'animals', 'literature', 'american', 'young-adult', 'childrens', 'literature', '20th-century']",21239,4.02,http://www.goodreads.com/book/show/43037.The_Call_of_the_Wild_White_Fang_and_Other_Stories
Moon Palace,Paul Auster,320,1989,"['fiction', 'literature', 'american', 'contemporary', 'novels', 'literature', 'the-united-states-of-america', 'classics', 'literature', '20th-century', 'drama', 'roman']",21861,3.95,http://www.goodreads.com/book/show/447.Moon_Palace
The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,254,1990,"['sequential-art', 'comics', 'humor', 'sequential-art', 'graphic-novels', 'fiction', 'graphic-novels-comics', 'childrens', 'sequential-art', 'comic-strips', 'humor', 'comedy', 'comics', 'comic-book', 'classics']",22221,4.68,http://www.goodreads.com/book/show/59715.The_Authoritative_Calvin_and_Hobbes
The Kiss of Deception,Mary E. Pearson,492,2014,"['fantasy', 'young-adult', 'romance', 'young-adult', 'young-adult-fantasy', 'fiction', 'fantasy', 'high-fantasy', 'fantasy', 'magic', 'adventure', 'audiobook', 'science-fiction', 'dystopia']",102623,3.97,http://www.goodreads.com/book/show/16429619-the-kiss-of-deception
