It's All Relative,S.C. Stephens,No encontrado,2010,"['romance', 'new-adult', 'romance', 'contemporary-romance', 'contemporary', 'young-adult', 'adult', 'womens-fiction', 'chick-lit', 'young-adult', 'young-adult-romance', 'love', 'fantasy']",2699,3.69,http://www.goodreads.com/book/show/10150892-it-s-all-relative
"The Good, The Bad, And The Bullied",Rubix Cube 89201,No encontrado,2015,"['contemporary', 'romance', 'young-adult', 'fiction', 'young-adult', 'teen', 'humor', 'young-adult', 'high-school', 'humor', 'comedy', 'academic', 'school', 'realistic-fiction']",1686,4.45,http://www.goodreads.com/book/show/25681160-the-good-the-bad-and-the-bullied
Western Song,Leigh Podgorski,No encontrado,2017,"['romance', 'romance', 'love-story', 'fiction', 'new-adult', 'novels', 'adventure', 'young-adult', 'drama', 'adult-fiction']",150,4.21,http://www.goodreads.com/book/show/35225043-western-song
The Chronicles of Neffie,A.L. Gibson,No encontrado,2018,"['young-adult', 'novels', 'new-adult', 'fiction', 'adult', 'drama']",188,4.18,http://www.goodreads.com/book/show/37807907-the-chronicles-of-neffie
My Sister Lives on the Mantelpiece,Annabel Pitcher,No encontrado,2011,"['young-adult', 'fiction', 'contemporary', 'childrens', 'middle-grade', 'realistic-fiction', 'audiobook', 'death', 'childrens', 'family', 'drama']",13159,4.02,http://www.goodreads.com/book/show/9429895-my-sister-lives-on-the-mantelpiece
The Snow Gypsy,Lindsay Ashford,No encontrado,2019,"['historical', 'historical-fiction', 'fiction', 'historical', 'war', 'cultural', 'spain', 'war', 'world-war-ii', 'business', 'amazon', 'adult', 'novels', 'drama']",19784,3.94,http://www.goodreads.com/book/show/40607608-the-snow-gypsy
"Artemis Fowl Collection (Artemis Fowl, #1-7)",Eoin Colfer,No encontrado,2010,"['fantasy', 'young-adult', 'fiction', 'science-fiction', 'childrens', 'fantasy', 'magic', 'childrens', 'middle-grade', 'novels', 'audiobook', 'humor']",3453,4.41,http://www.goodreads.com/book/show/11387535-artemis-fowl-collection
Her Lover's Face,Patricia  Elliott,No encontrado,2018,[],41,4.59,http://www.goodreads.com/book/show/38456669-her-lover-s-face
White Knight Dom Academy,Lucian Bane,No encontrado,2014,[],347,4.49,http://www.goodreads.com/book/show/23494875-white-knight-dom-academy
Crash Lane News,CrashLaneNews.com,No encontrado,2015,"['contemporary', 'adult', 'education', 'new-adult', 'novels', 'inspirational']",140,4.3,http://www.goodreads.com/book/show/30109629-crash-lane-news
The Overdue Life of Amy Byler,Kelly Harms,No encontrado,2019,"['fiction', 'romance', 'womens-fiction', 'chick-lit', 'contemporary', 'audiobook', 'adult', 'adult-fiction', 'humor', 'writing', 'books-about-books', 'womens-fiction']",89230,3.83,http://www.goodreads.com/book/show/41723475-the-overdue-life-of-amy-byler
Imitatore (The Donna Chronicles #1),A.   Rose,No encontrado,2018,"['fantasy', 'young-adult', 'adventure', 'adult', 'fiction', 'fantasy', 'supernatural', 'novels', 'new-adult']",151,4.19,http://www.goodreads.com/book/show/38592955-imitatore
The New Oxford American Dictionary,Oxford University Press,No encontrado,1962,"['reference', 'reference', 'dictionaries', 'non-fiction', 'contemporary', 'drama', 'unfinished', 'education', 'suspense', 'epic', 'humanities', 'linguistics']",9033,3.79,http://www.goodreads.com/book/show/18715598-the-new-oxford-american-dictionary
